Ranking,Titulo,Critica Usuarios,Aprobacion,Cantidad Reviews,Windows,Mac,Linux,Fecha Lanzamiento,Precio Steam,Critica Categorica,Fecha Ingles,Fecha,Accion,Animacion Modelado,Aventura,Carreras,Contenido Sexual,Deportes,Desarrollo Juegos,Desnudos,Diseno Ilustracion,Disparos,Documentales,Edicion Fotografica,Educacion,Estrategia,Formacion Software,Free To Play,Indie,Multijugador Masivo,Primera Persona,Produccion Audio,Publicacion Web,Rol,Sangriento,Simulacion,Tutoriales,Utilidades,Violentos
2124,The Sims™ 4 Laundry Day Stuff,Variadas,62,93,1,0,0,18 JUN 2020,$9.99,5,18 JUN 2020,2020-06-18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2125,Sacred X：Heavens Wonderland,Mayormente positivas,76,712,1,0,0,9 MAY 2024,Gratuito,3,9 MAY 2024,2024-05-09,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2126,Danganronpa V3: Killing Harmony,Muy positivas,84,17318,1,0,0,26 SEP 2017,$18.99,2,26 SEP 2017,2017-09-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,Assassin's Creed™: Director's Cut Edition,Muy positivas,82,17962,1,0,0,9 ABR 2008,$15.99,2,9 APR 2008,2008-04-09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,West Hunt,Muy positivas,88,1294,1,0,0,23 MAR 2023,$9.99,2,23 MAR 2023,2023-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2129,Cities: Skylines - Industries,Mayormente positivas,73,736,1,1,1,23 OCT 2018,$8.99,3,23 OCT 2018,2018-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2130,theHunter: Call of the Wild™ - Labrador Retriever,Mayormente positivas,70,130,1,0,0,28 NOV 2023,$3.59,3,28 NOV 2023,2023-11-28,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
2131,Cossacks 3,Muy positivas,80,10253,1,1,0,20 SEP 2016,$10.49,2,20 SEP 2016,2016-09-20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,Headquarters: World War II,Mayormente positivas,77,269,1,0,0,11 ABR 2024,"",3,11 APR 2024,2024-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2133,总裁你想和谁谈恋爱,Muy positivas,89,370,1,0,0,7 JUN 2024,$5.99,2,7 JUN 2024,2024-06-07,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2134,Silica,Mayormente positivas,77,3543,1,0,0,3 MAY 2023,$17.98,3,3 MAY 2023,2023-05-03,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2135,FOREWARNED,Muy positivas,91,4514,1,0,0,25 ABR 2024,$7.29,2,25 APR 2024,2024-04-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2136,Pizza Possum,Muy positivas,94,1101,1,0,0,28 SEP 2023,$3.99,2,28 SEP 2023,2023-09-28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2137,Trombone Champ,Extremadamente positivas,98,8146,1,0,1,15 SEP 2022,$7.99,1,15 SEP 2022,2022-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2138,Victoria 3: Dawn of Wonder,Variadas,41,320,1,1,1,28 AGO 2023,$2.99,5,28 AUG 2023,2023-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2139,Anno 1800 – New World Rising Pack,Sin Dato,0,0,1,0,0,8 DIC 2022,$11.99,10,8 DEC 2022,2022-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2140,NEEDY GIRL OVERDOSE Soundtrack,Muy positivas,98,196,0,0,0,21 ENE 2022,$4.49,2,21 JAN 2022,2022-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,EverQuest,Mayormente positivas,79,2172,1,0,0,13 DIC 2012,Gratuito,3,13 DEC 2012,2012-12-13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2142,Dead Island Definitive Edition,Muy positivas,82,20307,1,1,0,31 MAY 2016,$14.99,2,31 MAY 2016,2016-05-31,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
2143,Ship of Fools,Muy positivas,80,3406,1,0,0,22 NOV 2022,$11.00,2,22 NOV 2022,2022-11-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2144,Dead by Daylight - Sadako Rising Chapter,Mayormente positivas,75,645,1,0,0,8 MAR 2022,$5.24,3,8 MAR 2022,2022-03-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2145,Car Mechanic Simulator 2021 - BMW DLC,Positivas,88,45,1,0,0,21 NOV 2023,$3.99,4,21 NOV 2023,2023-11-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2146,Planet Zoo: Tropical Pack,Muy positivas,85,68,1,0,0,4 ABR 2023,$5.79,2,4 APR 2023,2023-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2147,Airport CEO - Helicopters,Positivas,80,15,1,0,1,19 OCT 2023,$4.49,4,19 OCT 2023,2023-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2148,Arma 3 Contact,Variadas,68,1605,1,0,1,25 JUL 2019,$13.99,5,25 JUL 2019,2019-07-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2149,Heartbound,Extremadamente positivas,95,1860,1,1,0,24 DIC 2018,$5.79,1,24 DEC 2018,2018-12-24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2150,Age of History II,Muy positivas,89,39659,1,0,0,21 NOV 2018,$3.49,2,21 NOV 2018,2018-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2151,Cities: Skylines - Parklife,Muy positivas,84,434,1,1,1,24 MAY 2018,$8.99,2,24 MAY 2018,2018-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2152,Sledders,Extremadamente positivas,96,1618,1,0,0,5 DIC 2023,$12.49,1,5 DEC 2023,2023-12-05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2153,Beer Factory,Variadas,49,1065,1,0,0,10 ENE 2024,$9.89,5,10 JAN 2024,2024-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2154,Your Turn To Die -Death Game By Majority-,Extremadamente positivas,99,1707,1,0,0,20 FEB 2023,$8.99,1,20 FEB 2023,2023-02-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,The Chant,Mayormente positivas,78,481,1,0,0,3 NOV 2022,$14.99,3,3 NOV 2022,2022-11-03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,Cult of the Lamb Soundtrack,Muy positivas,90,61,0,0,0,11 AGO 2022,$5.79,2,11 AUG 2022,2022-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,Darkest Dungeon®: The Crimson Court,Variadas,64,1882,1,1,1,19 JUN 2017,$5.79,5,19 JUN 2017,2017-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2158,NARUTO: Ultimate Ninja STORM,Mayormente positivas,75,5016,1,0,0,25 AGO 2017,$15.99,3,25 AUG 2017,2017-08-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,Home Safety Hotline,Muy positivas,91,1282,1,0,0,16 ENE 2024,$7.99,2,16 JAN 2024,2024-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2160,"",Mayormente positivas,76,712,1,0,0,"","",3,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,"Warhammer 40,000: Rogue Trader - Voidfarer Pack",Variadas,53,30,1,0,1,7 DIC 2023,$2.99,5,7 DEC 2023,2023-12-07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2162,Sackboy™: Una gran aventura,Muy positivas,85,1613,1,0,0,27 OCT 2022,$59.99,2,27 OCT 2022,2022-10-27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,The Sims™ 4 Spa Day Game Pack,Variadas,69,49,1,0,0,18 JUN 2020,$19.99,5,18 JUN 2020,2020-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2164,Assetto Corsa - Porsche Pack I,Muy positivas,90,235,1,0,0,25 OCT 2016,$2.99,2,25 OCT 2016,2016-10-25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2165,theHunter: Call of the Wild™ - Silver Ridge Peaks,Mayormente positivas,72,744,1,0,0,23 JUN 2020,$4.49,3,23 JUN 2020,2020-06-23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2166,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,Muy positivas,88,2815,1,0,0,25 AGO 2017,$15.99,2,25 AUG 2017,2017-08-25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,Kena: Bridge of Spirits,Muy positivas,92,12566,1,0,0,26 SEP 2022,$18.99,2,26 SEP 2022,2022-09-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2168,Golf Gang,Muy positivas,86,674,1,0,0,19 MAY 2022,$5.79,2,19 MAY 2022,2022-05-19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2169,"Solium Infernum - Belfegor, ejemplo de impiedad",Positivas,10,15,1,0,0,23 ABR 2024,$5.79,4,23 APR 2024,2024-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,Vampire: The Masquerade - Bloodlines,Muy positivas,94,11739,1,0,0,22 MAR 2007,$19.99,2,22 MAR 2007,2007-03-22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2171,Worldless,Extremadamente positivas,95,645,1,0,0,20 NOV 2023,$10.49,1,20 NOV 2023,2023-11-20,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2172,Koihime Enbu RyoRaiRai,Muy positivas,91,136,1,0,0,12 JUL 2018,$6.59,2,12 JUL 2018,2018-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,Knights of Honor II: Sovereign,Mayormente positivas,77,3778,1,0,0,6 DIC 2022,$39.98,3,6 DEC 2022,2022-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2174,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,Muy positivas,90,2160,1,0,0,16 DIC 2014,$7.99,2,16 DEC 2014,2014-12-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,Folie Fatale,Muy positivas,89,964,1,0,1,30 MAY 2024,$3.59,2,30 MAY 2024,2024-05-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2176,SEGA Mega Drive and Genesis Classics,Muy positivas,86,7112,1,1,1,1 JUN 2010,Sin Dato,2,1 JUN 2010,2010-06-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2177,"Cook, Serve, Delicious! 2!!",Muy positivas,90,2005,1,1,1,13 SEP 2017,$12.99,2,13 SEP 2017,2017-09-13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2178,Birth,Extremadamente positivas,96,2183,1,0,1,17 FEB 2023,$6.29,1,17 FEB 2023,2023-02-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2179,Scythe: Digital Edition,Muy positivas,90,2871,1,0,1,5 SEP 2018,$10.49,2,5 SEP 2018,2018-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,Ooblets,Muy positivas,91,1075,1,0,0,5 OCT 2023,$29.99,2,5 OCT 2023,2023-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2181,MADNESS: Project Nexus,Extremadamente positivas,97,13022,1,0,0,29 SEP 2021,$24.99,1,29 SEP 2021,2021-09-29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2182,Gotham Knights,Variadas,68,13505,1,0,0,21 OCT 2022,$30.00,5,21 OCT 2022,2022-10-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2183,Clicker Heroes,Muy positivas,89,60519,1,0,1,13 MAY 2015,Gratuito,2,13 MAY 2015,2015-05-13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
2184,Dead Rising 3 Apocalypse Edition,Mayormente positivas,76,11706,1,0,0,5 SEP 2014,$22.49,3,5 SEP 2014,2014-09-05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2185,FTL: Faster Than Light,Extremadamente positivas,95,56786,1,1,1,14 SEP 2012,$5.79,1,14 SEP 2012,2012-09-14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2186,Little Witch in the Woods,Muy positivas,89,6456,1,0,1,16 MAY 2022,$15.99,2,16 MAY 2022,2022-05-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2187,Warframe: Colección Sanctum,Positivas,91,36,1,0,0,13 DIC 2023,$7.99,4,13 DEC 2023,2023-12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2188,Crysis 3 Remastered,Muy positivas,88,3980,1,0,0,17 NOV 2022,$14.99,2,17 NOV 2022,2022-11-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2189,From the Depths,Muy positivas,90,9333,1,1,1,6 NOV 2020,$12.49,2,6 NOV 2020,2020-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2190,WARNO - Nemesis #1 - Air Assault,Muy positivas,85,54,1,0,0,1 JUL 2024,$4.99,2,1 JUL 2024,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2191,SILENT BREATH,Mayormente positivas,70,551,1,0,0,5 ABR 2024,$5.79,3,5 APR 2024,2024-04-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2192,CARRION,Muy positivas,94,22306,1,1,1,23 JUL 2020,$10.49,2,23 JUL 2020,2020-07-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2193,Forgotten Seas,Muy positivas,83,115,1,0,0,7 JUN 2024,$12.49,2,7 JUN 2024,2024-06-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2194,Stellaris: Federations,Mayormente positivas,71,906,1,1,1,17 MAR 2020,$11.99,3,17 MAR 2020,2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2195,Pinball FX,Variadas,65,1637,1,0,0,13 ABR 2023,Gratuito,5,13 APR 2023,2023-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2196,The Witcher 2: Assassins of Kings Enhanced Edition,Muy positivas,90,60941,1,1,1,16 ABR 2012,$14.99,2,16 APR 2012,2012-04-16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2197,Park Beyond,Variadas,61,665,1,0,0,15 JUN 2023,Sin Dato,5,15 JUN 2023,2023-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2198,Biped,Muy positivas,86,6203,1,0,0,26 MAR 2020,$4.99,2,26 MAR 2020,2020-03-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2199,Prison Architect 2,Sin Dato,0,0,1,0,0,3 SEP 2024,$23.99,10,3 SEP 2024,2024-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2200,Melty Blood Actress Again Current Code,Muy positivas,93,3375,1,0,0,19 ABR 2016,$24.99,2,19 APR 2016,2016-04-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,Placid Plastic Duck Simulator,Extremadamente positivas,98,12832,1,0,0,6 JUL 2022,$1.69,1,6 JUL 2022,2022-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2202,MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers,Variadas,69,211,1,0,0,22 SEP 2021,$19.99,5,22 SEP 2021,2021-09-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2203,20 Minutes Till Dawn,Muy positivas,91,25369,1,0,1,8 JUN 2023,$4.99,2,8 JUN 2023,2023-06-08,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2204,Barony: Myths & Outcasts,Muy positivas,97,90,1,1,1,22 FEB 2019,$2.49,2,22 FEB 2019,2019-02-22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2205,"STAR WARS™ Battlefront II (Classic, 2005)",Muy positivas,94,44748,1,0,0,8 JUL 2009,$5.79,2,8 JUL 2009,2009-07-08,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2206,Verdun,Muy positivas,87,28232,1,1,1,28 ABR 2015,$10.49,2,28 APR 2015,2015-04-28,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
2207,TRIANGLE STRATEGY,Mayormente positivas,79,2110,1,0,0,13 OCT 2022,$44.99,3,13 OCT 2022,2022-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2208,Freestyle 2: Street Basketball,Mayormente positivas,72,12478,1,0,0,1 ABR 2015,Gratuito,3,1 APR 2015,2015-04-01,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2209,Call of War: World War 2,Mayormente positivas,71,5225,1,0,1,21 OCT 2017,Gratuito,3,21 OCT 2017,2017-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2210,Hotline Miami,Extremadamente positivas,97,81847,1,1,1,23 OCT 2012,$5.79,1,23 OCT 2012,2012-10-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2211,A Game of Thrones: The Board Game - Digital Edition,Mayormente positivas,71,1515,1,0,1,6 OCT 2020,$10.49,3,6 OCT 2020,2020-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,Car Mechanic Simulator 2021 - Jeep | RAM Remastered DLC,Variadas,68,19,1,0,0,6 MAY 2024,$4.49,5,6 MAY 2024,2024-05-06,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2213,These Doomed Isles,Mayormente positivas,75,118,1,0,0,25 SEP 2023,$7.49,3,25 SEP 2023,2023-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2214,The Room 4: Old Sins,Extremadamente positivas,98,14202,1,0,0,11 FEB 2021,$4.99,1,11 FEB 2021,2021-02-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2215,Gas Station Simulator - Airstrip DLC,Variadas,43,169,1,0,1,26 ABR 2023,$7.99,5,26 APR 2023,2023-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2216,Barro F,Muy positivas,84,1661,1,0,0,28 FEB 2020,$4.40,2,28 FEB 2020,2020-02-28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2217,100% Orange Juice,Muy positivas,93,13973,1,0,0,16 MAY 2014,$3.99,2,16 MAY 2014,2014-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2218,Power & Revolution 2023 Edition,Variadas,56,295,1,0,1,17 JUL 2023,$22.99,5,17 JUL 2023,2023-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2219,DSX - Virtual DualSense Emulation,Variadas,50,356,1,0,0,27 OCT 2023,$2.99,5,27 OCT 2023,2023-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2220,Back to the Dawn,Muy positivas,92,3561,1,0,0,2 NOV 2023,$8.49,2,2 NOV 2023,2023-11-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2221,The Sims™ 4 Dine Out,Mayormente negativas,34,128,1,0,0,18 JUN 2020,$19.99,6,18 JUN 2020,2020-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2222,Munchkin Digital - Clerical Errors,Sin Dato,0,0,1,0,1,15 JUL 2024,$2.99,10,15 JUL 2024,2024-07-15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2223,Wasteland 3,Muy positivas,84,15283,1,1,1,27 AGO 2020,$18.99,2,27 AUG 2020,2020-08-27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2224,VTOL VR: AH-94 Attack Helicopter,Extremadamente positivas,96,666,1,0,0,6 ENE 2022,$6.59,1,6 JAN 2022,2022-01-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2225,STRANGER OF PARADISE FINAL FANTASY ORIGIN,Muy positivas,84,2368,1,0,0,6 ABR 2023,$31.99,2,6 APR 2023,2023-04-06,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2226,Bless Unleashed,Variadas,52,30551,1,0,0,6 AGO 2021,Gratuito,5,6 AUG 2021,2021-08-06,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2227,Total War: WARHAMMER - The Grim and the Grave,Variadas,69,662,1,1,1,1 SEP 2016,$6.99,5,1 SEP 2016,2016-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,Autonauts,Muy positivas,90,3334,1,0,0,17 OCT 2019,$10.49,2,17 OCT 2019,2019-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2229,Scourge Of War - Remastered,Positivas,95,46,1,0,0,7 JUL 2024,$9.89,4,7 JUL 2024,2024-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2230,Streamer Life Simulator,Mayormente positivas,79,6264,1,0,0,21 AGO 2020,$13.48,3,21 AUG 2020,2020-08-21,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2231,Los Sims™ 4 Escapada en la Nieve Pack de Expansión,Variadas,61,101,1,0,0,13 NOV 2020,$39.99,5,13 NOV 2020,2020-11-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2232,Car Mechanic Simulator 2021 - Drag Racing DLC,Mayormente positivas,71,76,1,0,0,9 NOV 2022,$7.99,3,9 NOV 2022,2022-11-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2233,Changed,Muy positivas,89,13799,1,0,0,4 ABR 2018,$2.99,2,4 APR 2018,2018-04-04,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2234,Legend of Grimrock 2,Muy positivas,91,2696,1,0,1,15 OCT 2014,$23.99,2,15 OCT 2014,2014-10-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2235,The Invincible,Muy positivas,88,3716,1,0,0,6 NOV 2023,$13.99,2,6 NOV 2023,2023-11-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2236,Jurassic World Evolution 2: Cretaceous Predator Pack,Muy positivas,98,66,1,0,0,30 NOV 2023,$4.49,2,30 NOV 2023,2023-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
